,description,label
213,View my verified achievement from Coursera on Acclaim.,0
214,The starting point of all achievement is desire🏅 hashtag#newchallenge hashtag#Blockchain hashtag#BigData hashtag#Hadoop hashtag#Spark hashtag#ProductiveInQuarantine✌🏻,0
215,"Pour les gens qui ont un sujet PFE en Machine Learning (Clustring, Classification, Regression, Prediction modeling, Scoring, ...) et qui utilisent soit le langage de programmation Python Soit R.Si vous avez besoin de conseils ou bien même un accompagnement, n'hésitez pas à me contacter par Whatsapp sur le numéro suivant : +212 6 61 63 12 06 Pensez à m'envoyer une descriptif détaillé de votre projet en format PDF.""We rise by lifting others""hashtag#MB",0
216,"Pour tous ceux et celles qui ont applaudi les initiatives des gens qui consistent a chanter depuis leurs balcons, j ai envie de dire vous ne mesurez pas le risque de propagation, par ceux qui sont porteurs du covid-19, aux voisins et les gens qui passent par leurs ruelles. Losrqu'on sait que, selon les médecins :- Nos postillons ont une projection d environ 4 mètres- Le virus ne vis pas dans l air, il finit par se positionner sur le solAlors adoptons tous des comportements réfléchis et arrêtons de vouloir faire du buzz à tout bout de champ....Il ne s agit pas d'un match de foot, d une consécration, d une fête nationale ou autre... Il s'agit d une pandémie, une menace pour nos vies et celles des personnes qui comptent pour nous.# لنرتقي في عقولنا و اعمالنا #",0
217,"حضرت اليوم أول يوم دراسي عن بعد في مدارس الدولة .. مليون ومائتي ألف طالب انتظموا في مدارسنا الحكومية ومدارس القطاع الخاص وجامعاتنا الوطنية .. المدارس توقفت .. والجامعات أغلقت ... لكن التعليم لن يتوقف .. التعليم كالصحة لن يتوقف في جميع الظروف .. استثمرنا في التعلم الذكي خلال العشر سنوات السابقة الكثير .. واليوم نجني الثمرة .. لدينا أنظمة ذكية في مدارسنا .. وبنية تحتية متكاملة .. ولدينا منصة ""مدرسة"" أيضا التي تضم آلاف الدروس التعليمية العلمية الجاهزة لجميع المراحل ... زرعنا جهود .. واليوم نحصد علماً ومعارف مستمرة .. أحيي الأستاذة أمل زيد ناصر .. مع طلابها من مدرسة المجد النموذجية بالشارقة على استضافتي ضمن فصلهم ... التجربة جديدة على الجميع .. وأولياء الأمور لهم دور كبير في دعم نجاح هذه المرحلة التعليمية .. لأن الخيار الآخر أن تضيع فصول دراسية كاملة على أجيالنا.. ولن يقبل أحد بذلك.",0
218,There is no new hashtag#COVID19 cases in hashtag#Mauritania On'a bien prouvé pour le monde qu'on peux controller la situation!Grand merci à toute l'équipe de la santé et l'armée mauritanienne <3hashtag#datavisualisation hashtag#COVID19,0
219,😁 Perhaps staying at home has an advantagehashtag#python hashtag#Django hashtag#Udemy,0
220,"Une usine Marocaine de fabrication de gels hydroalcooliques ouvrira ses portes demain dimanche 22 mars. C’est ce qu’a déclaré Moulay Hafid Elalamy, Ministre de l’Industrie et de l’Économie lors de son intervention au journal télévisé de 2M.Le Ministre marocain de l'Industrie, Moulay Hafid Elalamy vient d'annoncer la mise en service demain d'une usine marocaine chargée de la fabrication de gels hydro-alcooliques, en raison de la forte demande et des circonstances exceptionnelles, permettre également de mettre à la disposition des professionnels de la santé et aux citoyens. Afin d'éviter la spéculation, le gouvernement a fixé le prix des gels hydroalcooliques, il y a quelques jours. En ce qui concerne les masques, le Maroc dispose d'un stock sécurisé, il s'agit de masques de fabrication marocaine, le gouvernement avait réquisitionné le stock.Néanmoins, au niveau de l'importation des masques, pour assurer un certain équilibre et satisfaire le besoin du Maroc en une année, il y a des retards au niveau des livraisons. hashtag#coronavirus hashtag#usine hashtag#industrie hashtag#maroc",0
221,"نقدم للطلبة التقنيين والمهندسين بالمغرب الملفات التقنية الكاملة لصناعة آلة للتنفس الصناعي للانعاش غير مكلفة :الملف التقني مكون من :الصورة ثلاثية الابعاد، النظام الالكتروني (Arduino) ,الكود لتشغيل النظام,الادوات التي يجب شرائها وكيفية تركيبه.الملف :https://lnkd.in/dipTW6sلفهم كيفية إشتغال الالة :https://lnkd.in/dSXWPs8تنبيه : يجب التحقق من فعالية الجهاز الذي قد تقومون بصنعه و عدم تجريبه على أي مريض حتى تتحققو من فعاليته.يمكنكم الانضمام لمجموعة صنع في المغرب للمساهمة بأعمالكم :https://lnkd.in/dHfu4xvصفحة سبع صنايع تثق في الكفاء ات المحلية. حظ موفقCredit =>>> Johnny LeeMore : facebook.com/7snaye3hashtag#7snaye3 hashtag#Morocco hashtag#Industry hashtag#Coronavirus",0
222,"Excellent travail !Les solutions de Scan 3D hashtag#FARO pour les musées.Un relevé de l’intégralité des détails de la structure et de la décoration d’un grand monument Algérien -La villa du Bardo-. Le modèle 3D obtenu par l'assemblage des différentes numérisations sert à la création d'une visite virtuelle.La villa est classée « monument historique le 1e Septembre 1985.Bravo à toute l’équipe (Musée National du Bardo et IPFIG ) pour ce beau travail !Dahbia Meddahi Kamel KadriVous voulez numériser en 3D des monuments historiques? N’hésitez pas à me contacter par e-mail, un expert vous rappellera : abdelillah.saggay@faro.comhttps://lnkd.in/efK-KM8",1
223,Gratitude is what it’s all about...“Standing O!” featured 52 contributing authors who gave gratitude for life lessons. Thank you to Coach Dick Vermeil for writing the foreword & Tiki Barber for the cover quote!“Standing O! Encore” featured 53 contributing authors who gave gratitude for life lessons. Thank you to Heather Monahan for writing the foreword & Jesse Itzler for the cover quote!100% of the proceeds go to charity. In today’s difficult times gratitude is the key to happiness.hashtag#trysomethingnew hashtag#peopleovereverything hashtag#dosomethinggood,0
224,"J’ai échangé avec trois SDF hier en leur expliquant les gestes barrières , en leur donnant du gel ( il y en a en pharmacie ) , en leur donnant des sous pour manger. Les trois ont moins de 40 ans , dorment dehors où dans une église , devant une mairie d’une très grande ville, seulement contactés par des bénévoles de La Croix Rouge . Un des trois a été sanctionné ...... par la police ... réponse de notre société ! Alors qu’il suffirait des travailleurs sociaux protégés comme ceux qui vont à domicile dans le médico - social et d’ouvrir des lits . Ne les laissons pas mourir et en plus ce sont de grands vecteurs du COVID 19 . Monsieur le premier ministre, les maires AGISSEZ ! C’est votre responsabilité . Je lance un grand appel aujourd’hui pour Restez chez vous , les SDF aussi veulent un chez soi !Alain Bernardin hashtag#LesSDFveulentunchezsoi",0
225,"hashtag#Formation hashtag#Entreprise en#Ligne ""Responsable d'un chantier de construction""",0
226,hashtag#covid 19,0
227,First attempt at homemade bread. Success!!! 🍞😋,0
228,"hashtag#Coronavirus et confinement : les forces de l'ordre Marocaines veillent!Bravo à cette femme Caïd!Une hashtag#Caïd compétente. Elle a fait de Belvédère (casablanca) un quartier propre, Il ne l’est plus malheureusement après sa mutation !",0
229,"Bonjour tout le monde,COVID-19 a fait apparaître deux catégories sociales :Le première est celle qui s’en occupe des précautions et mesures préventives contre le virus , qui a assuré tous les besoins mensuels et a acheté les produits de nécessité pour faire face à cette période.La deuxième est celle qui contient des pères et des mamans qui s’en occupent à la fois des précautions pour se protéger et en même temps se trouvent dans une difficulté financière et l’incapacité de satisfaire le besoin journalier , qui ont un loyer à payer à la fin du mois , l’école de leurs petits enfants . Ils peuvent faire quoi alors ? Face à ces deux défis ? Humainement, il faut aider ces gens les supporter implicitement pour pouvoir dépasser cette période délicate, l’argent ne vaut rien devant la santé , l’argent ne vaut rien devant la santé psychique des petits enfants, au sein de chaque quartier nous trouvons ces gens , au sein de chaque famille nous trouvons ces gens , je vous prie de les aider , de penser à eux , ça va leur donner une grande énergie et puissance pour s’en sortir. hashtag#humanité hashtag#solidarité hashtag#responsabilité",0
230,"Tip 1 - Turn Chrome Into A NotepadThis tip originally comes from Jose Jesus Perez Aguinaga, web engineer and Javascript developer, who shared this tip on his blog, Coderwall.com, a few years ago. And it still works.For research? Brainstorming?... Whatever the reason, having a scratch pad at arm’s length is a necessity.From the very start, you can get a good idea of how this can make things easier for you when you're on the web. As a writer, student or researcher, you can use it as a writing tool without distractions or as a quick text editor.All you have to do is copy and paste this single line of code into your browser’s URL bar:data:text/html, <html contenteditable>Questions?I hope this little trick will help simplify the process and speed things up.",0
231,How the Virus Got Out,0
232,The Mawenzi : The Largest Tanzanite rough in the World | hashtag#Geology hashtag#GeologyPage hashtag#Tanzanite hashtag#MineralsCheck It Out : https://lnkd.in/gAF3DdC,0
233,"Quand j’ai commencé sur Linkedin il y’a de cela 2 ans j’ai sous estimé la puissance de ce réseau. Mais deux ans et 30.000 relations maximales plus tard je ne peux que me pincer pour m’assurer que ce n’est pas un rêve ✊🏾D’un côté je suis content d’avoir atteint ce seuil, mais de l’autre je me demande pourquoi Linkedin a mis un plafond de 30.000 au nombre de relations qu’on peut avoir. Donc si vous m’envoyez des demandes de mise en relation et que je ne les accepte pas, c’est parce que j’ai atteint la limite des 30.000 Heureusement, il y’a une autre solution 😊Allez tout simplement sur mon profil et cliquez sur le bouton ""Suivre"". Cela vous permettra de voir les posts que je publie. Sans cela vous ne pourriez pas voir mes publications dans votre fil d’actualité. Je partage du contenu intéressant donc je vous encourage à cliquer sur le bouton ""Suivre"" afin qu’on reste en contact.À tous mes 30.000 relations je vous dis un sincère merci parce que sans vous je ne serai pas là où je suis aujourd’hui 💪🏾À tous mes abonnés qui cliqueront sur le bouton ""Suivre"", je vous remercie d’avance parce que sans vous je ne pourrai pas atteindre mes objectifs futurs 🙏🏿📍 Taguez en commentaire quelqu’un que vous admirez sur Linkedin",0
234,"Covid-19 donne une grande opportunité au ministère de l'éducation nationale et de l'enseignement supérieur pour créer et appliquer une stratégie nationale de l'enseignement à distance (classes virtuelles, cours en ligne, etc).Beaucoup de difficultés seront rencontrées, logistiques surtout, le gouvernement devra assurer l'accès aux centenus à tous les étudiants.Les ingénieurs en informatique auront aussi la responsabilité de créer des plateformes d'apprentissage en ligne adaptées à tous les niveaux académiques.فيروس كورونا يضع المغرب أمام فرصة مهمة لوضع خطة وطنية لتطوير التعليم واعتماد تكنولوجيا المعلومات في سبيل تكوين الطلبة والتلاميذ (عن طريق أقسام افتراضية، دروس على الانترنت،...).مجموعة من العراقيل قد تواجه هذا المشروع، لعل أهمها الجانب اللوجيستيكي (توفير وسائل إلكترونية تتيح الولوج للدروس لجميع الطلبة والتلاميذ الذين لا يتوفرون على حواسيب أو لوحات إلكترونية). هناك أيضا دور مهم للمهندسين المعلوماتيين لتطوير برامج تسهل الولوج إلى الدروس حسب المستويات الدراسية.",0
235,"Hello !! Petit point sur l’actu du moment et la chaîne xavki... courage hashtag#devops hashtag#sysadmin hashtag#devQA #2 : organisation, actu...",0
236,"Bonjour cher réseau,Hier, au Maroc, nous avons fini la journée à 96 contaminations par le Corona virus Covid-19.Dieu merci, c’est moitié la progression journalière précédente. Avec un modèle logistique ça va vite pour les augmentations et les baisses. Suffit de projeter à vue d’œil la courbe Réels_Morocco à partir du 19 Mars et du 20 Mars pour comprendre comment les chiffres vont vite avec des variations exponentielles. Avec la décélération le pauvre modèle mathématique croit qu’on va atteindre plus rapidement le maximum théorique absolu. Prions que la réalité fera autant.Je vous donne les prévisions sur la base du chiffre d'hier et qui sont bien meilleures par rapport à la prévision d'hier (146 cas prévus le 31 Mars au lieu de 1377 le 30 mars). R2 = 97%.Vous trouverez la prévision précédente dans le lien ci-dessous:https://lnkd.in/eAckxAY.Vu les limites de notre analyse, il faut éviter, à tout prix, de partager les chiffres de ce poste comme la réalité à venir. Ne participez pas à la désinformation.Petit rappel des consignes :1. Restez chez vous tout le temps sauf nécessité absolue2. Restez à distance des autres3. Lavez-vous les mains tout le temps4. Ne partagez que l’information officiellehashtag#marocainsuniscontrecorona",0
237,Coronavirus: Une entreprise de textile à Tanger fabrique et distribue des masques gratuitement,0
238,Nous avons besoin de vous !!!,0
239,"Le week-end dernier j’ai participé au congrès «National Achievers» qui s’est tenu à Dubaï. Des entrepreneurs célèbres comme Gary Vee, Grant Cardone, Tai Lopez sont venus donner des conférences.Je vous donne mon avis sur cet événement. Réagis en commentaire pour me dire si tu suis leurs contenus.📙Téléchargez l'audio du Best Seller AGIR : https://lnkd.in/evdgJAz📕Suivre la MasterClass TKL Invest : https://thami.net/invest",0
240,"I contacted Linkedin. I believe during this time, it would be a great opportunity if they offered LinkedIn Premium without anyone having to put in their credit card details. Premium has great features that can help jobseekers, businesses and students. This is the perfect time. hashtag#HelloLinkedinWho would like to use LinkedIn premium without a credit card? Talal Al Murad hashtag#linkedinhashtag#linkedinlearning hashtag#linkedinsalesnavigatorhashtag#linkedinrecruiter",0
241,"Pourquoi acheter des respirateurs et des masques produits par l'industrie nationale couterait bien moins cher à l’État que la doctrine du ""mieux offrant"" employée jusqu'ici ? Et comment un nouveau paradigme permettrait d'augmenter les investissements dans ce domaine (et dans d'autres domaines stratégiques de l’État), sans nuire aux finances publiques, et améliorerait alors considérablement la résilience nationale face à de nouvelles crises qui ne manqueront pas d'arriver ?Application de la DVP à l'industrie médicale.",0
242,🎯𝗧𝗿𝗼𝘂𝘃𝗲𝘇 𝘃𝗼𝘁𝗿𝗲 : hashtag#Formation_à_Distance hashtag#Intéractive hashtag#Théorique_Pratique✅ hashtag#ITIL4_Foundation✅ hashtag#Aws_Architect_Associate 📅 Dates des Formations: 𝗱𝘂 𝟯𝟬 𝗠𝗔𝗥𝗦 𝗮𝘂 𝟬𝟰 𝗔𝗩𝗥𝗜𝗟📝Inscrivez-vous >> https://lnkd.in/epKEnqy ⭕️ Pour plus d’informations:🌀j.bensouda@e-work.ma+212 662 663 934Un ptit j'aime et partagez svp 🙏😁hashtag#Stay_Safe hashtag#Stay_HomeNext : hashtag#NSE4 hashtag#CCNA_ENTERPRISE hashtag#Azure_Administrator_Associate hashtag#Prince2 hashtag#Cobit5 hashtag#Powerbi,0
243,"Lorsque je me suis lancé dans l'aventure d'enseigner et de démocratiser la liberté financière au plus grand nombre de personnes. On m'a dit que j'étais fou et que je n'y arriverai jamais, que j'allais juste gâcher ma vie. Pourtant j'ai décidé de gâcher ma vie et je vous explique tout ce qui m'est arrivé en gachant ma vie.📙Téléchargez l'audio du Best Seller AGIR : https://lnkd.in/evdgJAz📕Suivre la MasterClass TKL Invest : https://thami.net/invest",0
244,"Offre de stage service achats Ain HarroudaDans le cadre du développement de notre activité, nous recherchons un stagiaire pour notre service Achats.Profil recherché:- Bac+5 en Achats/ logistique issue de l'ESCA/ l'ESITH- Maîtrisé du Microsoft office (Word, Excel, ..etc.)- Français et anglais sont indispensablesQualités personnelles: - Rigueur, - Autonome, - Aisance relationnelle, - Méthodique et sens d'organisationSi cette offre vous intéresse, vous n'avez qu'à envoyer votre candidature sur l'adresse e-mail ci-dessous en précisant l'intitulé de poste:ichrak.bourtal@gmail.com",0
245,"🔔 Bonjour cher hashtag#réseau👋🔎les hashtag#recrutements en cours (hashtag#Casablanca) :✅ hashtag#Coach hashtag#Agile hashtag#confirmé (au moins hashtag#5ans d'expérience dans un hashtag#poste similaire )✅ hashtag#Développeur hashtag#WEB✅ hashtag#Développeurs (hashtag#API) hashtag#backend✅ hashtag#Développeur hashtag#Mobile• Lieu :hashtag#Casablanca• Durée : 6 mois hashtag#renouvelable• Contrat : hashtag#Freelance⚠Disponibilité : Immédiate ou ASAP📥 Si votre profil correspond , Merci d'envoyer votre hashtag#CV , hashtag#tarif et hashtag#disponibilité, sans plus attendre !🙏Merci pour votre réactivité 🙏🚨Prière de faire circuler 📣 hashtag#Offre hashtag#Recrutement hashtag#Emploi hashtag#Opportunité hashtag#Join_us hashtag#Hiring hashtag#Maroc hashtag#Technology hashtag#Team hashtag#email hashtag#Casablanca hashtag#hiringandpromotion hashtag#share hashtag#offresdemploi",1
246,"Dans cette période troublée, TECH MY TEAM a l'immense joie de vous an0cer que mohamed khalil mouradi vient d'obtenir sa dernière certification ACQUIA DRUPAL 8 et devient officiellement Grand Maître Drupal 8 Félicitations à toi Khalil ! Toute l'équipe est fière de toi ! Bravo ! hashtag#grandmaster hashtag#Drupal8 hashtag#ProudofKhalil",0
247,"Glandeur, fainéant, procrastinateur En es-tu un ?Dans mon audience il y en a très peu néanmoins j’ai fait cette vidéo pour eux. À un moment il faut savoir se bouger si on veut vraiment vivre une vie sur mesure.Si cette vidéo t’as motivé pour passer à l’action écrit AGIR en commentaire",0
248,Hello everyone...just in case 👍,0
249,"Il y'a quelques jours j'ai fait un appel pour la hashtag#gratuité hashtag#Internet pour des hashtag#usages hashtag#pédagogiques,Il paraît que mon vœu n'est pas passé à côté !hashtag#Initiative_internet_pédagogique",0
250,View my verified achievement from IBM on Acclaim.,0
251,"Alexis Kohler, secrétaire général de l'Elysée : ""Il faut toujours dire la vérité’’. Certes! Mais quelle vérité ?",0
252,"Hello😊Ça te dirait de te former et de rendre productif ton temps libre pendant le grand hashtag#Confinement ?Pendant une semaine chaque jour, j’offrirai des ateliers de formation hashtag#gratuits à distance sur les meilleurs pratiques d’Excel.Si tu es intéressé(e), fais le moi savoir en disant OUI en commentaire et/ou en partageant dans votre réseau.PS:Si vous êtes assez nombreux à être intéressés, j’organiserai en plus un grand direct en ligne.hashtag#Aigainst_Coronahashtag#jerestechezmoihashtag#Excel",0
253,"Beaucoup de personnes me demandent Thami par quoi commencer pour devenir libre financièrement ? Quel est le conseil que tu donnerais en premier à quelqu'un qui veut accélérer sa liberté financière ? Je vous explique ce qui m'a permis de devenir multimillionnaire alors que j'ai démarrézéro, que j'étais déprimé et que j'avais tout perdu suite à un divorce douloureux...Thami Kabbaj vous révèle le premier principe pour devenir riche. 📙Téléchargez l'audio du Best Seller AGIR : https://lnkd.in/evdgJAz📕Suivre la MasterClass TKL LFA : https://thami.net/lfa2020",0
254,Coronavirus explained. hashtag#stayhome hashtag#covid19,0
255,"APPEL À LA SOLIDARITÉ ! Médecins, ingénieurs, entrepreneurs … parce que nous sommes complémentaires dans la chaîne de valeur du royaume, nous avons uni nos forces afin de soutenir notre cher pays dans cette crise que nous surpasserons tous ensemble.Nous faisons donc appel à vous aussi pour nous aider à supporter notamment le corps médical pour tout son besoin. Parmi les premiers besoins émanés, nous retrouvons une insuffisance en masques, dont notre équipe est en charge de la conception.De ce fait, nous avons besoin des matériaux suivants : - FEUILLES EN PLASTIQUE FORMAT A4- PLEXIGLASSPour toute personne ou entreprise pouvant nous fournir gracieusement ceci, n’hésitez pas à nous contacter : +212 6 78 63 47 27 / +212 6 63 53 66 86 khalid.ezzemani@gmail.com / naimbentaleb@gmail.com",0
256,Par l’artiste et mon ami Sino 🙏🏻,0
257,"B O X I TMalgré les risques sanitaires qui courent, le personnel de Boxit reste à disposition des quelques clients qui exercent encore et qui ont besoin d'Emballages en Bois sur Mesure.C'est pourquoi je saisi cette opportunité pour les remercier d'être présents, efficaces et prudents comme à leur habitude et surtout en c'moment. Merci les gars, vous êtes top 🙏Boxit ne serait rien sans vous, rien sans l'équipe soudée & solidaire que vous faites, rien sans le travail de qualité que vous vous efforcez toujours de livrer ! ! !Tenons bon et continuons de servir du mieux que la situation le permet au jour le jour 👍www.boxit.ma",0
258,"Excel-VBAImpression Automatique des Attestations. Bonsoir, dans la présentation ci-dessous le code pour l'impression d'une attestation ( de travail , de réussite , de formation .... ) pour une liste des noms/prénoms avec une seule click.",0
259,le coktail qui nous veut du bien : têtu & borné & ignorance & pas envie de changer ses habitudes.on les aime car on ne fait pas d effort. on est sur l'autoroute de l automatisme sans le réaliser...je remercie l armée & les barrages & la police & les autorités pour nous aider a nous réveiller. sans eux cela sera dure...l'heure de changer de stratégie est a nos portes. on veut gagner! hashtag#vive2020 hashtag#performances hashtag#maroc hashtag#coaching #,0
260,"تتجه حاليا طائرة الخطوط الملكية المغربية للشحن، صوب الصين في رحلة مباشرة .الطائرة هي من نوع بوينج 767 مخصصة كليا للشحن الجوي، ستنقل للمملكة معدات و مستلزمات و اجهزة طبية متنوعة لمواجهة فيروس ""كورونا"".كل الشكر للطاقم على مجهوداتهم الجبارة قصد خدمة بلدنا الحبيب، ويرجعون لنا سالمين باذن الله تعالى!",0
261,0,0
262,Nivaquine est produit sur le site industriel de Sanofi au Maroc et ne fait l’objet d’aucune activité d’export,0
263,"c est la première fois que pour aider il faut rien faire.plus facile a dire qu a faire mais tout le monde doit pouvoir y arriver.un pour tous et tous pour un.d'artagnan éliminait les ces adversaires, notre rôle est d'éliminer les contacts... hashtag#vive2020 hashtag#performances hashtag#maroc hashtag#coaching",0
264,DEMANDER NOTRE PROGRAMME PARTENAIRE AGENT OU DISTRIBUTEUR ECOSOURCE Votre grossiste en confort en énergie verte avec plus de 500 familles de produit éco énergétique et solution clef en main pour mieux vous servir. Pour plus d’information sur nos produits éco-énergétiques et recevoir nos catalogues et '' Travailler ensemble pour mettre vos idées et projets une réalité '' à : info@ecosource-canada.ca,0
265,"DIGNITY FOR OUR ENVIRONMENT IT’S OFFERING US A PRICELESS RESOURCEAt ECOSOURCE CANADA, What gives us hope in the world of sustainable energy, climate change and the environment world is that a rising generation of leaders, inspired by new concept of work, collaboration and inclusion, seems to be far more appreciative of the enormous opportunity a ""dignity mindset"" creates.Head over to our value and mission to learn more about how you can get engaged and bring more to our community ECOSOURCE Canada a world to discover in sustainable development solution and eco energy product. Let discuss your ideas at: inf@ecosource-canada.ca",0
266,الناس اللي خدامين فمحلات غادي تسد عمرو هادي ديوها لصندوق الضمان الاجتماعي كلشي يعاون ببارطاج للناس اللي ما عارفينش...,0
267,* Vancouver - Edmonton - Calgary - Toronto *I am looking for HVAC Technicians for companies who provide commercial installations. My clients are growing quickly and winning new business and are offering great compensation! Message or email me for immediate consideration. kshelleby@talentsphere.cahashtag#hvac hashtag#hvactech hashtag#hvacmaintenance hashtag#hvacrepair hashtag#talentsphere hashtag#commercialbuildings,1
268,           Hello la communauté RH Bitdyne recherche un(e) chargé(e) de sourcing RH pour un stage de 3 mois minimum à Rabat Si cela vous intéresse n'hésitez surtout pas d'envoyer vos candidature à : contact@bitdyne.comBon courage !,0
269,"On recrute pour notre propre compte M2T - Casablanca- Contrôleur Caisse de formation Bac+2, expérience dans la caisse - Agent de Trésorerie de formation Bac+2 avec une expérience de deux ans dans un poste similaire Vos CVs  : soukaina.elbakkouri@m2t.biz",1
270,"Société : confidentielleLieu : confidentielSalaire : confidentielAttention les  Recruteurs! Si vous n’êtes pas des agents de la CIA ou du FBI, ça n’a aucun sens ! hashtag#emploi hashtag#drh hashtag#pdg hashtag#entreprise",0
271,"Avis à Toutes les Personnes en hashtag#Recherche d’emploi et de Stage:Notre Action hashtag#1Cv1Chance lancée dernièrement est un vrai succès, plus de hashtag#350Cv ont été partagés  en quelques jours,plusieurs echanges et contacts positifs ont été etablis avec Les recruteurs.Je tenais vivement à remercier les DRH, Rrh, Recruteurs, qui participent au succès de cette Action pour aider Toutes les personnes en recherche d’emploi/ de stage, peut importe l’origine, la religion ou la nationalité, parce que faire du Bien n’a pas de frontières ❤️❤️Merci énormément aux Recruteurs, DRH, RRH: Sahar TOUZANIMehdi NouqatiSoufian Touanifatima-ezzahra EL GHNIMIFAISSAL ALIOUAKhouloud BADIRAbdou Moufid NadabenchagraskalliTidjani HAMICHEAfida CHELFAOUIEl Baraka K. On continue donc, de partager et poster les Cvs en Photo , en ajoutant le domaine recherché et de bien spécifié si c’est pour un emploi ou Stage.hashtag#1Cv1Chancehashtag#OnVaYarriver ✊✊",1
272,"Bonjour mon réseau,Des délégués commerciaux expérimentés en terrain, pour la ville de Tanger et Tetouan.Expérience obligatoireVos CVs : soukaina.elbakkouri@m2t.bizhashtag#urgent hashtag#recrutements hashtag#commerciale",1
273,"Bonjour mon réseau,Des délégués commerciaux expérimentés en terrain, pour la ville de Tanger et Tetouan.Expérience obligatoireVos CVs : soukaina.elbakkouri@m2t.bizhashtag#urgent hashtag#recrutements hashtag#commerciale",1
274,"Vous n’imaginez pas ma satisfaction quand j’ai eu un message d’un(e) jeune qui me remercie qu’il(elle) a pu décrocher son premier emploi grâce a mon aide dans l’amélioration de son CV suite à des conseils et des techniques.Si j’ai pu les aider de prêt ou de loin j’en suis ravi et me motive d’avantage de continuer dans ce sens. Donc, je continuerai à aider les personnes qui veulent conseils, avis, informations. Et si je peux les aider cela me rendrai heureuse.",0
275,"«J’ai échoué 3 fois à l’université. J’ai postulé 30 fois pour avoir un boulot mais j’ai toujours été rejeté. Quand KFC est venu en Chine pour la première fois, nous étions 24 à postuler et j’étais le seul à être rejeté. Je voulais rentrer dans la police et sur 5 postulants, j’étais le seul à ne pas être accepté. J’ai postulé 10 fois pour rentrer à l’université d’Harvard aux USA et j’ai été rejeté.» Jack Ma, Créateur d'Alibaba et 22e fortune mondiale selon le magazine Forbes en 2015 avec 29,8 milliards de dollars.N'abandonnez jamais parce que vous avez échoué une fois, car l'échec fait partie de la réussite. hashtag#candidat hashtag#business hashtag#linkedin hashtag#goals hashtag#stage hashtag#emploi hashtag#recrutement",0
276,"Bonjour à vous tous, Je suis à la recherche d'une nouvelle opportunité professionnelle, J'ai 7 ans d'expériences dans le conseil RH principalement le recrutement, la formation et la gestion des projets RH. Je suis disponible immédiatement, mobile dans la région de Casablanca et extrêmement prêt pour un nouveau challenge. Je suis intéressé par les poste suivants: - Responsable Recrutement - Talent Acquisition Manager - Chargé de développement RH - HR Business Partner Senior  N'hésitez pas visiter mon profil Linkedin, je serai ravi de pouvoir échanger avec vous et faire votre connaissance. à très bientôt :)",0
277,"Dans le but de renforcer notre équipe de développement sur Paris, ITIPART recrute des Développeurs JAVA Fullstack/Devops confirmés Vous maîtrisez les socles techniques suivant :Java /Springboot/Architecture MicroserviceFront : Angular/ReactCompétences DevOps (Jenkins, Container : Docker …) Très bonne maîtrise du Français .N'hésitez pas à m'envoyer vos CVs  à : imen.masmouli@itipart.com",1
278,"J'ai fait des connaissances en or, j'ai franchi plusieurs seuils et j'ai passé une multiplicité d'entretiens... Arrivera-t-il le jour où je recevrai ce mail ou cet appel contenant la bonne nouvelle? Certainement oui! Mais quand?... Je ne sais pas . Seuls les recruteurs ont la réponse .hashtag#jobseeker hashtag#persévérance hashtag#polyvalence hashtag#Marketing hashtag#communication",0
279,"Moncef ELBOUAZZAOUIMeilleur développeur 2019 chez DevcorpAvec deux années d’expérience chez hashtag#Devcorp, Moncef a su faire ses preuves et se démarquer, pour être élu « Meilleur développeur de l’année 2019 ».Sa compétence, son assiduité et son comportement exemplaire ont fait que la majorité de ses collègues aient voté pour lui.Moncef a donc bénéficié d’un voyage de Ski à Bourg-Saint-Maurice en hashtag#France, en compagnie du TOP Management de Devcorp en récompense de son hashtag#hardworkMoncef, toute la Team Devcorp te souhaite un bon retour après l'agréable séjour et encore plus de succès dans ton parcours professionnel.",0
280,"Bonjour,Je suis à la recherche des profils avec une licence en économie/ gestion sur CASABLANCA.Merci d'envoyer votre candidature sur cette adresse mail: latifa.khaddoum@adeccomaroc.com.",1
281,"Responsable Commercial AGADIRDe formation supérieure, (Bac+4) vous justifiez d’une expérience réussie de 2 années minimum dans un poste similaire. Excellentes capacités de communication et sens développé de l´organisation allié à un goût prononcé pour les challenges, Maîtrise de l’outil informatiqueSi l'offre vous intéresse merci de postuler à l'adresse suivante: recrutement@talentspartners.com sous référence RCA1102",1
282,"Responsable Commercial AGADIRDe formation supérieure, (Bac+4) vous justifiez d’une expérience réussie de 2 années minimum dans un poste similaire. Excellentes capacités de communication et sens développé de l´organisation allié à un goût prononcé pour les challenges, Maîtrise de l’outil informatiqueSi l'offre vous intéresse merci de postuler à l'adresse suivante: recrutement@talentspartners.com sous référence RCA1102",1
283,"Besoin d'un Agent Clientèle à El Kelaâ des Sraghna, de formation Bac+2 / 3 avec une première expérience.Objet : ACCDD renouvelablesur : soukaina.elbakkouri@m2t.biz",1
